"metro,location_tier,sqft,bedrooms,bathrooms,house_age,garage_spaces,lot_size,price"
"New York,1,2785,4,2,42,1,7023,1802000"
"Austin,2,832,1,1,28,1,2575,355500"
"New York,1,2298,2,2,25,2,4436,1397700"
"New York,1,2523,4,2,9,0,8460,1584700"
"Phoenix,3,1732,1,1,72,3,4073,294200"
"Indianapolis,3,1113,3,2,53,1,3844,184100"
"Denver,2,2513,4,3,23,1,4944,889000"
"Phoenix,3,1120,1,1,57,2,3822,224400"
"Indianapolis,3,1784,2,1,55,1,6670,276500"
"New York,1,1874,4,3,11,2,7395,1440000"
"Austin,2,2365,3,2,14,3,7981,803400"
"Seattle,2,1493,2,1,18,2,4735,789800"
"San Francisco,1,1455,2,1,8,1,3864,1319700"
"Phoenix,3,1964,3,2,65,2,2938,372500"
"Austin,2,2554,4,2,12,1,7068,873000"
"Austin,2,3387,6,4,64,2,9406,1110600"
"New York,1,920,2,1,42,1,1271,534400"
"New York,1,2105,3,2,9,0,6597,1308500"
"Columbus,3,1194,3,2,67,1,1931,211200"
"San Francisco,1,2562,3,2,13,1,7354,1618700"
"New York,1,1290,1,1,79,2,3255,731300"
"Boston,1,1461,2,1,1,0,5333,732500"
"Austin,2,1517,2,1,49,0,2807,653300"
"Denver,2,1850,2,1,25,2,3107,630900"
"Austin,2,2110,3,2,42,1,5788,797300"
"San Francisco,1,2214,3,2,67,3,5510,1501600"
"Boston,1,1896,3,1,62,1,3131,868800"
"Columbus,3,1036,3,1,22,0,3023,168400"
"Chicago,2,2373,2,1,5,0,8866,618800"
"Chicago,2,1866,2,1,22,1,6107,545600"
"Chicago,2,2655,4,2,64,0,4744,522400"
"Phoenix,3,1440,3,2,41,2,2689,335700"
"San Francisco,1,859,1,1,60,0,2372,695000"
"Seattle,2,1878,2,2,39,3,5816,753300"
"Denver,2,2742,5,3,42,1,10807,783400"
"Seattle,2,2005,4,2,5,2,2994,818400"
"Columbus,3,1770,3,2,1,0,4832,322500"
"Austin,2,1334,1,1,56,0,5289,418700"
"Phoenix,3,3043,5,3,16,1,4596,645900"
"Columbus,3,1231,2,1,28,1,4829,224300"
"Austin,2,1428,2,2,29,1,3562,621000"
"Columbus,3,2271,3,2,50,1,7287,436300"
"Denver,2,694,2,1,75,1,1659,225400"
"Columbus,3,2728,4,2,60,3,9698,423400"
"Seattle,2,2306,4,3,51,1,8633,907200"
"Austin,2,2485,5,2,66,0,4142,792700"
"Denver,2,2263,4,2,40,1,7450,755200"
"San Francisco,1,1795,2,2,11,1,2258,1396600"
"Seattle,2,1209,3,2,39,1,2388,525200"
"Columbus,3,1809,3,2,78,2,4969,294100"
"Chicago,2,1266,4,2,62,2,3657,371400"
"New York,1,2216,4,2,27,2,4926,1400400"
"Seattle,2,2424,4,2,25,1,4744,1016000"
"New York,1,2860,5,3,73,0,4807,1636100"
"San Francisco,1,2142,3,1,7,2,4008,1542300"
"Indianapolis,3,2501,4,2,74,1,3913,320300"
"Austin,2,1707,3,3,54,1,3297,539300"
"Boston,1,1589,3,2,64,1,5561,685400"
"Denver,2,2208,4,2,26,2,4427,797800"
"San Francisco,1,1649,3,1,51,1,6170,1221700"
"Boston,1,2075,3,1,26,3,3915,1216300"
"Chicago,2,1210,2,1,1,1,3119,421300"
"Chicago,2,1327,1,1,36,3,2215,338800"
"Indianapolis,3,2313,5,3,78,1,2886,351100"
"Chicago,2,2476,3,2,19,2,7308,619000"
"Austin,2,1259,3,1,12,1,2701,606700"
"Phoenix,3,2336,4,2,73,2,5060,448500"
"Columbus,3,1554,3,2,72,1,3639,260900"
"Chicago,2,1911,3,3,67,2,6455,513800"
"Indianapolis,3,2821,4,3,78,2,6543,388900"
"Phoenix,3,2425,3,2,79,1,3497,407900"
"Columbus,3,2417,5,3,73,1,4787,330100"
"New York,1,3141,5,4,77,1,8836,2070900"
"Chicago,2,1442,3,1,59,3,5742,458900"
"Austin,2,1259,3,2,25,3,2015,431000"
"Denver,2,1431,2,1,36,0,3013,530200"
"Chicago,2,1735,3,2,30,1,4441,524100"
"Indianapolis,3,500,1,1,40,0,1923,100200"
"Indianapolis,3,1765,2,1,55,1,2654,223500"
"Boston,1,1546,2,1,19,1,5291,957200"
"Chicago,2,2409,4,2,1,2,7767,776600"
"Phoenix,3,2129,3,2,48,0,4382,462000"
"Seattle,2,1510,2,1,79,2,5083,574300"
"New York,1,2283,3,2,68,3,6414,1569900"
"San Francisco,1,2370,5,3,0,1,3981,1998300"
"Phoenix,3,1400,1,1,47,1,2800,269800"
"Austin,2,1580,3,2,42,1,3349,556800"
"Indianapolis,3,500,1,1,33,1,1052,130200"
"Austin,2,1191,1,1,53,2,3918,493700"
"Indianapolis,3,1417,2,2,34,1,4320,229400"
"Seattle,2,1948,3,2,73,0,6809,642100"
"Phoenix,3,1286,2,2,72,2,3382,312700"
"San Francisco,1,1566,3,2,51,1,3416,1461900"
"Denver,2,1104,2,1,36,1,1534,387500"
"Phoenix,3,2011,4,2,47,3,6886,529000"
"Indianapolis,3,2177,4,2,72,0,3068,289900"
"Phoenix,3,2162,3,2,24,0,4419,389700"
"San Francisco,1,1908,3,2,69,1,5863,1203700"
"Seattle,2,898,2,1,47,1,2999,348500"
"San Francisco,1,1497,2,2,5,1,2084,1249900"
"San Francisco,1,1635,1,1,59,2,4744,1156600"
"Chicago,2,1638,1,1,16,1,2595,415200"
"Chicago,2,1949,3,2,41,1,6471,523400"
"Phoenix,3,2827,5,3,76,0,9170,583500"
"Columbus,3,2428,3,1,62,1,7999,342500"
"Chicago,2,1258,3,2,55,3,1734,333200"
"Phoenix,3,2341,4,2,5,2,6476,488600"
"San Francisco,1,2316,5,3,68,2,4341,1942300"
"New York,1,1376,2,1,26,1,3561,955500"
"Chicago,2,2452,3,2,4,1,9735,720700"
"Columbus,3,1796,3,2,76,2,2610,321800"
"San Francisco,1,984,2,2,15,2,2818,1231900"
"Austin,2,2196,3,2,25,2,3650,804100"
"Chicago,2,2041,2,1,11,1,5364,594600"
"San Francisco,1,1752,3,2,49,0,4658,1151300"
"Seattle,2,1876,2,1,69,0,4648,731600"
"Columbus,3,1433,3,2,41,0,4286,258600"
"Chicago,2,2297,3,2,69,1,9022,642200"
"New York,1,1872,4,3,74,0,6467,1163500"
"Columbus,3,2008,2,1,69,1,7799,311400"
"Seattle,2,2132,3,2,13,1,3689,972500"
"Columbus,3,1150,3,2,16,1,4578,315200"
"Boston,1,1319,1,1,23,1,2710,778200"
"Denver,2,500,1,1,51,1,648,218800"
"Seattle,2,2267,3,1,68,1,5489,935300"
"Boston,1,1112,1,1,25,3,2101,563500"
"Columbus,3,1986,3,1,53,1,6621,345400"
"New York,1,2141,2,1,14,2,3090,1289600"
"San Francisco,1,2292,3,2,43,1,6267,1698900"
"Seattle,2,1117,2,1,62,2,2246,567600"
"Chicago,2,1858,3,2,31,1,3305,537400"
"Phoenix,3,2986,4,2,13,2,10904,644900"
"Indianapolis,3,3014,5,3,32,2,7967,469400"
"Boston,1,2542,4,3,60,1,5367,1133600"
"Seattle,2,2119,3,1,74,2,6970,612400"
"New York,1,1247,1,1,49,2,4475,725700"
"Denver,2,2367,3,2,53,2,5770,762100"
"Indianapolis,3,1797,3,2,33,0,3073,239800"
"Chicago,2,2264,4,2,74,0,9020,558900"
"Denver,2,1489,3,2,69,2,3283,393300"
"Seattle,2,1788,3,2,77,2,3174,637900"
"Columbus,3,2007,2,1,69,3,2989,295200"
"Austin,2,2060,4,3,43,1,3186,772500"
"New York,1,2221,3,2,76,2,8530,1619900"
"Seattle,2,1524,2,1,48,2,5868,595700"
"San Francisco,1,1027,1,1,48,2,2693,862400"
"New York,1,2956,4,2,52,2,9276,1578900"
"San Francisco,1,3518,6,3,14,0,12423,2744800"
"Austin,2,2191,3,2,67,2,6049,782500"
"Chicago,2,1039,2,1,29,2,3187,329900"
"Seattle,2,1397,1,1,52,1,5459,670300"
"Austin,2,2231,3,2,67,1,3755,754000"
"Indianapolis,3,2772,4,2,9,2,4404,427400"
"Phoenix,3,1112,3,1,24,0,3679,261400"
"Denver,2,1819,2,1,75,1,5765,482300"
"Boston,1,2027,4,2,28,2,3488,813900"
"Columbus,3,24620,5,3,52,3,5039,348200"
"New York,1,1677,2,1,44,2,5230,1259300"
"Seattle,2,884,1,1,69,1,2284,422300"
"Columbus,3,2304,4,2,40,0,8529,334800"
"Austin,2,2631,3,2,33,1,9324,885200"
"Phoenix,3,1846,3,3,1,1,4733,354200"
"Denver,2,2163,4,2,37,2,6634,616400"
"Chicago,2,1592,3,2,46,1,4779,456200"
"Boston,1,1350,2,2,55,0,1968,582200"
"Boston,1,2567,4,3,62,2,6139,902700"
"Seattle,2,2152,4,2,62,0,5233,1019300"
"New York,1,2219,4,3,36,0,8238,1501700"
"Columbus,3,2876,4,2,6,1,10580,434000"
"Boston,1,1214,3,2,20,0,1653,648900"
"Denver,2,1541,3,2,32,1,5496,524500"
"Phoenix,3,2003,4,2,78,3,5834,415000"
"Phoenix,3,1533,2,1,61,2,1909,278500"
"Austin,2,2409,3,2,71,2,5465,777000"
"Austin,2,1778,3,1,79,2,6555,631300"
"Indianapolis,3,1255,2,1,10,0,2765,184400"
"Chicago,2,1943,2,1,0,2,6012,519200"
"Phoenix,3,2011,3,2,45,1,5598,448100"
"Columbus,3,2508,5,3,21,0,7152,407000"
"Phoenix,3,2156,4,2,69,1,5490,405000"
"New York,1,2200,3,2,37,1,5611,1369300"
"Denver,2,2108,3,2,0,0,7857,679700"
"San Francisco,1,1778,3,2,17,1,4194,1358300"
"Chicago,2,1434,2,1,27,1,2489,339200"
"Indianapolis,3,2088,4,2,2,1,4960,367400"
"Austin,2,1683,3,2,25,0,5473,682400"
"Austin,2,2998,5,3,43,1,7587,959000"
"San Francisco,1,2772,3,2,71,1,9009,2251700"
"Indianapolis,3,2311,4,3,51,1,4325,313200"
"San Francisco,1,2146,3,2,7,1,6077,1613100"
"San Francisco,1,1843,3,1,33,1,6672,1526600"
"Boston,1,1080,2,1,61,2,2897,551900"
"San Francisco,1,1759,3,2,29,2,5247,1413700"
"Austin,2,1966,4,2,45,0,6096,717800"
"Austin,2,2049,3,2,78,1,6702,544100"
"Boston,1,2205,3,2,11,2,4809,1043900"
"San Francisco,1,2499,4,2,38,1,7385,2137700"
"New York,1,1450,1,1,48,1,3430,1051600"
"Seattle,2,1456,3,2,63,1,3341,661400"
"San Francisco,1,2843,4,3,66,2,7194,2372200"
"Chicago,2,2401,4,2,22,1,5623,618000"
"New York,1,1646,3,2,37,3,2094,907000"
"Boston,1,1830,2,1,66,2,5998,801400"
"Seattle,2,1833,2,1,67,1,5199,760200"
"Seattle,2,1921,4,3,65,1,3045,849300"
"San Francisco,1,2207,4,3,53,1,4263,1573100"
"New York,1,3548,5,3,21,0,10328,2042300"
"Columbus,3,2023,3,1,29,1,5362,303600"
"San Francisco,1,2331,4,3,52,1,7519,1681800"
"Austin,2,804,2,1,20,2,2066,276200"
"Austin,2,1585,1,1,54,2,5650,494000"
"Seattle,2,2699,5,3,41,3,3824,1116900"
"Austin,2,2162,4,2,35,1,6306,732700"
"Phoenix,3,500,1,1,28,2,1120,157400"
"Columbus,3,2338,3,2,61,2,4814,329000"
"Boston,1,3147,6,4,37,2,12091,1422600"
"Seattle,2,603,1,1,24,2,2182,326100"
"Boston,1,2888,3,1,30,1,4951,1387900"
"Austin,2,500,1,1,38,2,680,233300"
"Chicago,2,2510,6,4,49,1,9107,963900"
"New York,1,1894,3,2,79,2,3171,1137200"
"Seattle,2,500,1,1,27,1,1900,311900"
"Indianapolis,3,2190,3,1,14,1,4329,317600"
"San Francisco,1,2648,5,3,78,1,6230,1868300"
"Austin,2,2137,4,3,11,1,2834,901200"
"Chicago,2,2280,4,2,72,1,6168,630800"
"New York,1,1632,3,2,11,2,2821,930900"
"San Francisco,1,690,2,1,29,0,1661,548600"
"New York,1,2350,3,1,79,0,8870,1419600"
"Columbus,3,3037,5,3,13,1,5792,473800"
"San Francisco,1,2634,4,2,12,1,7843,1693800"
"New York,1,608,2,2,48,1,1073,495700"
"San Francisco,1,915,2,1,15,2,2660,657700"
"New York,1,1350,2,2,1,3,2713,1061200"
"Chicago,2,865,1,1,55,1,2689,265600"
"Boston,1,1929,2,1,76,1,6477,926100"
"Denver,2,2156,2,1,60,2,7904,630300"
"Denver,2,970,2,1,77,1,3659,349600"
"Columbus,3,2405,3,2,42,2,4511,398400"
"San Francisco,1,2291,3,2,49,1,3577,1869300"
"Columbus,3,1544,3,2,78,2,2063,216700"
"Denver,2,1788,4,2,40,0,5752,683600"
"New York,1,633,1,1,3,3,1091,593600"
"Phoenix,3,1684,4,2,19,3,5794,489900"
"Columbus,3,1905,3,2,49,0,7432,370400"
"Boston,1,2010,3,2,68,1,3245,911100"
"Columbus,3,2146,3,2,48,1,4278,355800"
"Austin,2,2059,2,1,32,1,5492,664900"
"Denver,2,1728,3,2,25,3,4157,536800"
"Indianapolis,3,2086,1,1,54,1,4991,293900"
"Seattle,2,2551,4,3,71,1,4612,1048900"
"Phoenix,3,1838,3,2,22,0,6782,326400"
"Boston,1,2106,3,2,44,1,6546,980700"
"Phoenix,3,1779,2,2,34,2,2901,410200"
"Denver,2,1480,4,3,19,2,1794,636000"
"New York,1,2240,4,3,32,2,7472,1689300"
"Seattle,2,1539,2,1,7,0,1915,546700"
"Boston,1,2151,3,1,42,2,7884,889500"
"San Francisco,1,1918,2,1,8,1,5145,1464600"
"San Francisco,1,1702,3,2,37,1,6475,1605500"
"Seattle,2,1687,2,1,71,1,5670,608000"
"San Francisco,1,1570,1,1,11,3,5816,1489600"
"New York,1,830,1,1,20,2,2725,618200"
"Chicago,2,2149,4,3,57,2,6048,614500"
"Chicago,2,2051,4,2,72,1,3455,444300"
"Chicago,2,2452,4,2,76,0,7938,580300"
"Boston,1,1555,2,1,9,1,4445,687600"
"Columbus,3,3132,6,3,19,2,7746,625700"
"Denver,2,1653,3,1,78,2,4569,442700"
"New York,1,1331,3,3,40,2,2463,789600"
"New York,1,1254,2,1,66,1,2925,648400"
"Chicago,2,773,2,1,1,1,1196,290000"
"New York,1,2896,3,2,9,0,6798,1786500"
"Austin,2,2791,4,3,16,2,6998,1036900"
"Indianapolis,3,2290,3,1,6,3,8248,367700"
"San Francisco,1,1318,2,2,71,1,3527,1138600"
"San Francisco,1,3077,6,3,64,2,11523,2241000"
"Indianapolis,3,1671,2,1,31,2,6534,306300"
"Denver,2,1725,3,2,6,1,2307,520200"
"New York,1,2834,5,4,8,1,8139,1604900"
"Columbus,3,2328,4,2,20,1,4744,356700"
"Columbus,3,3331,6,3,58,3,11937,472200"
"Denver,2,2062,4,2,64,0,5327,516800"
"Chicago,2,1642,3,2,43,1,2329,462600"
"Boston,1,1502,3,2,72,1,2707,658300"
"San Francisco,1,699,2,1,74,2,2158,578200"
"Denver,2,1719,2,1,61,1,2446,518800"
"Boston,1,2644,3,1,6,3,5979,1008400"
"Chicago,2,2289,3,2,71,1,8333,610700"
"Phoenix,3,1913,4,3,72,3,2452,325800"
"San Francisco,1,1253,3,2,44,1,3946,966300"
"Denver,2,2047,3,2,47,1,6328,490900"
"New York,1,2558,2,1,62,2,5367,1697900"
"Columbus,3,2180,3,2,47,1,3304,270700"
"Boston,1,2008,3,2,27,0,2985,803800"
"Denver,2,1382,2,1,55,2,5409,386300"
"Denver,2,2464,4,2,62,1,7627,720600"
"Seattle,2,500,1,1,11,1,1126,309900"
"Chicago,2,2149,4,3,54,2,7594,648700"
"Chicago,2,3571,6,5,13,2,5318,940600"
"Denver,2,920,2,1,45,1,1431,349100"
"Phoenix,3,1743,3,2,8,1,3056,412200"
"Indianapolis,3,1895,3,2,79,1,6325,230000"
"Seattle,2,1599,3,2,53,1,3750,614100"
"Austin,2,2574,3,2,37,1,7720,999200"
"San Francisco,1,2207,4,3,40,0,4085,1938600"
"Phoenix,3,1999,4,3,49,2,6749,476200"
"Austin,2,2418,5,3,9,1,8329,985100"
"Seattle,2,1911,3,1,40,1,4504,824400"
"San Francisco,1,3967,5,3,57,2,7085,2993900"
"Columbus,3,1998,3,2,20,2,5922,366400"
"Seattle,2,2027,3,1,38,2,3886,998300"
"Chicago,2,788,1,1,26,1,1273,242300"
"New York,1,1547,2,1,12,2,4524,1145200"
"Indianapolis,3,2646,3,2,78,3,6975,280500"
"New York,1,1032,1,1,47,1,3502,592400"
"New York,1,500,1,1,31,0,1009,503700"
"Columbus,3,1921,1,1,27,1,3517,330200"
"Columbus,3,2791,4,2,54,2,8355,429700"
"New York,1,1928,5,3,8,1,6098,1429600"
"Austin,2,1682,4,3,45,1,3965,502300"
"Chicago,2,692,1,1,18,1,1688,237400"
"Columbus,3,2194,3,2,71,3,3392,274600"
"Seattle,2,2330,3,2,62,1,5858,877600"
"Austin,2,742,1,1,60,1,2888,291500"
"Phoenix,3,2637,3,2,11,3,4004,572200"
"Chicago,2,2398,4,2,6,1,6691,801600"
"Phoenix,3,2636,4,2,36,1,3299,520500"
"Denver,2,2279,4,3,28,0,4811,505000"
"San Francisco,1,2325,4,3,57,1,7745,2204600"
"Columbus,3,2238,3,2,56,0,6240,309700"
"Columbus,3,2465,4,3,31,1,3518,412600"
"Phoenix,3,718,1,1,12,1,1770,210900"
"San Francisco,1,924,1,1,25,2,1313,824800"
"New York,1,1422,1,1,40,1,3194,947100"
"Phoenix,3,1816,3,2,20,1,6089,411600"
"San Francisco,1,2152,3,2,25,2,4139,1417700"
"Indianapolis,3,2111,2,1,19,3,5213,430900"
"Seattle,2,2626,4,2,5,1,6830,1205300"
"Chicago,2,2647,3,2,48,0,9501,673700"
"Columbus,3,1333,3,1,79,0,2053,230000"
"Seattle,2,2055,3,2,76,2,5633,703400"
"Boston,1,1349,3,1,74,2,1735,668800"
"Denver,2,1778,3,2,52,1,2598,502600"
"Denver,2,2109,3,2,59,0,3834,635000"
"Seattle,2,500,1,1,5,1,1608,346400"
"Denver,2,3467,6,4,16,2,4559,769500"
"Indianapolis,3,2268,4,2,56,1,8723,277200"
"Austin,2,1513,3,3,79,0,3627,576800"
"New York,1,3153,4,3,72,1,11188,1936200"
"Seattle,2,1674,3,1,50,2,3049,852300"
"Seattle,2,1986,3,2,8,3,4262,1036700"
"New York,1,1583,3,2,77,1,5122,994900"
"New York,1,2974,5,3,25,3,6726,1921400"
"Chicago,2,1832,3,1,3,1,4802,637000"
"Seattle,2,1997,3,2,61,2,6921,1030600"
"Indianapolis,3,2682,5,2,13,2,8108,410700"
"Boston,1,2280,4,1,24,1,8072,1301500"
"San Francisco,1,1865,4,2,54,0,2690,1569500"
"Phoenix,3,2622,4,2,77,1,7611,549000"
"Columbus,3,3550,6,3,72,2,10236,549200"
"Boston,1,2106,4,1,13,1,6107,951400"
"New York,1,1976,3,1,14,1,5629,1183800"
"New York,1,2011,2,1,64,1,6489,1066600"
"Austin,2,2752,5,3,25,1,9806,1177600"
"Austin,2,1511,2,1,6,1,2785,556200"
"Boston,1,1719,2,2,47,2,2566,695000"
"San Francisco,1,901,2,1,52,1,1268,809600"
"Austin,2,1130,3,2,79,1,1857,347700"
"Indianapolis,3,1563,1,1,38,1,4746,216300"
"Chicago,2,1864,4,2,63,3,4411,624000"
"Austin,2,3050,3,2,42,1,6645,801900"
"New York,1,2248,3,2,73,1,8425,1472000"
"Boston,1,1307,3,2,38,1,4863,635500"
"Boston,1,1427,2,1,54,0,3866,592200"
"Phoenix,3,2794,4,3,77,0,6940,415400"
"Columbus,3,2632,5,2,70,0,5151,386700"
"Columbus,3,1918,2,1,32,0,4771,275300"
"Indianapolis,3,1612,3,2,40,2,3789,279800"
"Indianapolis,3,2631,4,3,47,1,3208,361700"
"Indianapolis,3,1254,3,2,9,1,4168,238600"
"San Francisco,1,2155,2,2,18,2,5232,1522900"
"New York,1,3377,5,3,56,0,6160,2459500"
"Boston,1,2033,2,1,5,1,6232,1087300"
"Denver,2,1396,1,1,48,3,3425,410700"
"San Francisco,1,2167,4,2,38,1,4504,1395400"
"Columbus,3,1594,2,1,38,2,2943,208900"
"Denver,2,994,1,1,67,1,1357,330000"
"Denver,2,2356,3,2,21,3,6146,847400"
"New York,1,2627,4,3,63,0,5914,1862200"
"Boston,1,1698,2,1,62,0,2229,714800"
"New York,1,1655,2,2,79,2,5751,1168900"
"Columbus,3,1275,2,1,65,0,4416,224700"
"Denver,2,1803,3,1,40,1,4637,556500"
"Chicago,2,1534,2,1,29,0,5444,407800"
"Boston,1,1243,2,1,62,1,3166,507000"
"Seattle,2,3130,5,3,74,2,5236,1259000"
"Seattle,2,2203,3,2,22,1,5836,995400"
"Phoenix,3,2272,3,3,29,1,4715,445600"
"Phoenix,3,2474,5,2,39,1,6102,481000"
"New York,1,2401,5,3,8,1,9407,1667100"
"Indianapolis,3,1631,2,1,25,2,3581,285500"
"New York,1,2077,3,1,13,0,3748,1150300"
"Columbus,3,1725,2,1,61,1,2691,220900"
"San Francisco,1,2185,4,2,39,1,8030,1493200"
"Boston,1,2122,3,1,48,1,2635,921500"
"Columbus,3,1651,3,2,6,1,6176,344200"
"New York,1,1036,3,1,45,2,1422,648200"
"Seattle,2,1995,3,2,57,1,6598,902800"
"Austin,2,1767,3,2,55,0,3573,670200"
"Boston,1,671,1,1,63,3,1275,371600"
"Chicago,2,2230,3,2,9,0,3800,680900"
"Columbus,3,2527,5,3,43,2,3984,370500"
"Columbus,3,3543,5,3,38,0,4909,471600"
"Seattle,2,1646,3,2,71,1,2690,685000"
"Denver,2,1550,2,1,55,1,4414,467400"
"Boston,1,1179,1,1,76,0,3295,448300"
"Boston,1,2036,2,1,2,2,4046,1170400"
"New York,1,2032,2,1,35,1,6307,1383000"
"Indianapolis,3,1373,2,1,56,1,4606,221800"
"Columbus,3,1786,1,1,7,2,7045,308100"
"Phoenix,3,614,1,1,52,1,1493,178500"
"Austin,2,2502,3,2,18,1,5627,823800"
"Austin,2,1399,3,2,5,1,5491,641200"
"Austin,2,1877,3,2,52,0,7204,585100"
"Denver,2,973,1,1,34,3,3693,375200"
"Austin,2,1521,2,1,32,1,4418,568000"
"New York,1,1718,2,2,26,2,5033,1492700"
"New York,1,1893,4,3,54,1,7190,1229400"
"Indianapolis,3,2212,3,3,49,1,5626,332300"
"Austin,2,2835,4,3,53,0,5097,947700"
"Indianapolis,3,2376,3,1,63,1,9406,271900"
"New York,1,2525,3,1,48,1,8983,1198500"
"Denver,2,2840,5,2,5,1,3854,777700"
"New York,1,2270,4,3,12,0,3439,1717300"
"Boston,1,1876,4,3,79,1,6885,1054700"
"San Francisco,1,2556,5,3,22,1,5222,1780900"
"New York,1,2597,6,3,34,1,8180,1508400"
"Columbus,3,2322,4,2,30,2,3552,458200"
"Seattle,2,954,1,1,79,1,1600,334300"
"Denver,2,1353,1,1,65,0,4455,372200"
"Austin,2,1721,3,2,38,2,6784,737300"
"Seattle,2,2407,4,3,54,1,6273,1130400"
"Denver,2,1886,3,2,44,1,2490,638900"
"New York,1,2639,3,2,51,2,4898,1328700"
"Indianapolis,3,2755,4,3,76,0,4947,298300"
"Phoenix,3,2679,4,2,53,1,10230,599100"
"Phoenix,3,2684,4,3,9,1,6371,587900"
"Austin,2,1226,1,1,40,0,4724,386400"
"New York,1,2214,4,3,65,1,7986,1399700"
"Indianapolis,3,1505,4,3,3,1,3706,330500"
"Seattle,2,828,1,1,28,0,1051,453500"
"San Francisco,1,1713,3,1,16,1,6722,1408700"
"Seattle,2,2761,2,2,57,1,3391,943700"
"Phoenix,3,2199,4,2,11,1,7910,474700"
"Chicago,2,3212,4,3,49,0,7571,916500"
"Phoenix,3,2015,3,2,5,1,4118,513300"
"Phoenix,3,3491,4,2,73,1,8180,628100"
"New York,1,2015,3,2,25,1,4432,1275500"
"Indianapolis,3,1915,4,3,32,2,5993,366200"
"Austin,2,1068,1,1,63,3,2994,444500"
"Chicago,2,2622,4,2,30,0,5032,551100"
"San Francisco,1,1574,2,1,9,1,4214,1255600"
"Indianapolis,3,1479,3,2,72,2,3452,247700"
"Boston,1,2733,5,4,8,2,10325,1406700"
"San Francisco,1,2653,3,1,39,3,9813,1918100"
"Austin,2,2636,4,4,9,2,7720,972600"
"New York,1,1665,4,2,55,2,6499,1209100"
"New York,1,1867,3,2,21,0,4201,1098900"
"Chicago,2,1861,2,1,74,1,2692,431000"
"Seattle,2,2409,4,2,16,1,3212,1043700"
"Indianapolis,3,2910,4,2,53,1,10283,385300"
"Boston,1,2139,3,1,1,2,4864,959800"
"Chicago,2,3184,4,2,9,3,11490,818100"
"Austin,2,2483,3,2,22,1,6169,735700"
"Chicago,2,1747,4,2,70,1,2151,479200"
"Denver,2,2439,3,2,79,2,6537,613900"
"Austin,2,3009,5,3,49,2,8620,1014700"
"Indianapolis,3,3199,5,3,26,2,7883,452700"
"Seattle,2,2671,6,4,24,2,9473,1088700"
"New York,1,1917,3,1,16,3,5757,1573700"
"Chicago,2,1759,3,1,27,1,3907,473900"
"Columbus,3,2274,3,2,39,0,7307,340300"
"San Francisco,1,2988,4,2,54,0,6260,1968300"
"Austin,2,2182,3,2,18,1,7742,803200"
"Columbus,3,2195,3,2,2,2,4356,436000"
"Phoenix,3,1933,3,2,44,1,5928,459400"
"Indianapolis,3,1687,3,2,19,2,3985,282800"
"Denver,2,1795,2,1,32,1,2663,532600"
"Chicago,2,1988,3,2,56,2,5891,533100"
"Boston,1,3017,5,3,71,1,6856,1358300"
"Indianapolis,3,1744,2,1,42,1,5190,233500"
"Seattle,2,1934,4,3,74,1,5244,919800"
"Chicago,2,1338,2,1,21,1,1761,384500"
"Seattle,2,2366,4,3,57,1,4197,1003800"
"Denver,2,2788,3,2,78,2,8813,836800"
"Chicago,2,2956,4,3,17,1,7418,825400"
"Austin,2,2032,3,2,59,3,5092,594900"
"Columbus,3,2273,5,3,37,3,2743,393600"
"Seattle,2,1800,3,2,70,1,3686,898500"
"Chicago,2,2243,4,2,24,0,6896,728100"
"Seattle,2,2104,2,1,76,0,7750,804000"
"Seattle,2,1938,3,2,63,1,5440,742000"
"Austin,2,1990,4,2,56,1,5400,484400"
"New York,1,2194,3,2,2,2,5522,1444500"
"San Francisco,1,1709,3,2,6,3,5297,1456900"
"Chicago,2,1742,3,2,52,1,5983,454200"
"Chicago,2,3010,5,2,38,2,5472,741800"
"Chicago,2,3662,5,3,25,2,11715,1034100"
"San Francisco,1,1117,1,1,67,1,2103,724300"
"Seattle,2,1081,3,2,38,2,1393,531800"
"New York,1,1278,2,1,36,3,1801,889600"
"Phoenix,3,1833,3,1,25,3,2438,349700"
"Columbus,3,2482,4,3,78,2,4925,450900"
"Boston,1,2284,4,2,29,1,3554,1165600"
"Chicago,2,2012,3,1,20,1,2894,483700"
"New York,1,2244,4,3,53,3,3620,1579800"
"Boston,1,1450,3,2,2,1,1895,645700"
"New York,1,1741,2,1,47,1,3764,1033400"
"Boston,1,1887,2,1,45,1,6612,1017300"
"Chicago,2,870,1,1,19,1,2393,300900"
"Columbus,3,1145,1,1,61,0,1582,174400"
"New York,1,1171,2,2,3,2,2634,1035500"
"Denver,2,2397,3,2,78,1,5761,721000"
"Chicago,2,2059,4,3,68,1,3465,503500"
"Indianapolis,3,2297,5,3,14,1,5155,416500"
"Denver,2,704,1,1,39,1,1509,208100"
"Boston,1,936,3,2,15,2,2417,529300"
"Chicago,2,2331,3,2,49,3,7348,613200"
"Seattle,2,500,1,1,28,2,1270,321600"
"Indianapolis,3,2696,3,2,39,1,3793,350900"
"Seattle,2,715,2,1,76,2,969,238000"
"Chicago,2,2448,4,1,49,1,9024,485300"
"San Francisco,1,1322,2,1,69,2,4158,999300"
"Seattle,2,2582,3,2,50,2,7850,980600"
"Columbus,3,3985,6,4,37,1,14971,580300"
"Denver,2,500,1,1,1,1,1358,229800"
